# String cross-references for exploit-relevant strings
# StringAddr | String | RefFrom | RefType | Function
#---
0x07A23E | "Switching the boot lun from 1 to 2\n" | 0x030DB8 | PARAM | FUN_000303cc @ 0x303cc
0x07A262 | "Switching the boot lun from 2 to 1\n" | 0x030C74 | PARAM | FUN_000303cc @ 0x303cc
0x07A2BE | "ValidateSlotGuids: No boot partition entry for slot %s\n" | 0x03169C | PARAM | FUN_000312b4 @ 0x312b4
0x07A5EC | "Unable to save device sealed state flags: %r\n" | 0x032F50 | PARAM | FUN_00032e70 @ 0x32e70
0x07A662 | "Unable to save device unlock request: %r\n" | 0x0332B4 | PARAM | FUN_00033254 @ 0x33254
0x07A68C | "Unable to save device unlock-allowed flag: %r\n" | 0x033390 | PARAM | FUN_00033330 @ 0x33330
0x07A8AD | "Unable set the unlock value: %r\n" | 0x032A20 | PARAM | FUN_00032914 @ 0x32914
0x07A8AD | "Unable set the unlock value: %r\n" | 0x032BE8 | PARAM | FUN_00032914 @ 0x32914
0x07A8CE | "Unable set the unlock critical value: %r\n" | 0x032AE0 | PARAM | FUN_00032914 @ 0x32914
0x07A8CE | "Unable set the unlock critical value: %r\n" | 0x032A74 | PARAM | FUN_00032914 @ 0x32914
0x07A8F8 | "recovery\n--wipe_data\n--reason=MasterClearConfirm\n--locale=en_US\n--reboot-comm..." | 0x032F94 | PARAM | FUN_00032e70 @ 0x32e70
0x07A8F8 | "recovery\n--wipe_data\n--reason=MasterClearConfirm\n--locale=en_US\n--reboot-comm..." | 0x032FDC | PARAM | FUN_00032e70 @ 0x32e70
0x07AE24 | "qcom,camera-flash0" | 0x098328 | DATA | (none)
0x07AE37 | "qcom,camera-flash1" | 0x098358 | DATA | (none)
0x07B828 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x0399C8 | PARAM | FUN_00039998 @ 0x39998
0x07B828 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x039A58 | PARAM | FUN_00039a28 @ 0x39a28
0x07B828 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x039AC8 | PARAM | FUN_00039a98 @ 0x39a98
0x07B828 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x039B38 | PARAM | FUN_00039b08 @ 0x39b08
0x07B828 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x039BA0 | PARAM | FUN_00039b70 @ 0x39b70
0x07B828 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x039C08 | PARAM | FUN_00039bd8 @ 0x39bd8
0x07BA00 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x039CB4 | PARAM | FUN_00039c50 @ 0x39c50
0x07BA00 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x039F20 | PARAM | FUN_00039c50 @ 0x39c50
0x07BACC | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03A33C | PARAM | FUN_0003a300 @ 0x3a300
0x07BB48 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03A3B8 | PARAM | FUN_0003a37c @ 0x3a37c
0x07BBCF | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03A434 | PARAM | FUN_0003a3fc @ 0x3a3fc
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B0A8 | PARAM | FUN_0003b05c @ 0x3b05c
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B0DC | PARAM | FUN_0003b05c @ 0x3b05c
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B118 | PARAM | FUN_0003b05c @ 0x3b05c
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B148 | PARAM | FUN_0003b05c @ 0x3b05c
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B178 | PARAM | FUN_0003b05c @ 0x3b05c
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B1B8 | PARAM | FUN_0003b05c @ 0x3b05c
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B200 | PARAM | FUN_0003b05c @ 0x3b05c
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03A92C | PARAM | FUN_0003a8e0 @ 0x3a8e0
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03A954 | PARAM | FUN_0003a8e0 @ 0x3a8e0
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03A98C | PARAM | FUN_0003a8e0 @ 0x3a8e0
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03A9C0 | PARAM | FUN_0003a8e0 @ 0x3a8e0
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03A9FC | PARAM | FUN_0003a8e0 @ 0x3a8e0
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03AA30 | PARAM | FUN_0003a8e0 @ 0x3a8e0
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03AA60 | PARAM | FUN_0003a8e0 @ 0x3a8e0
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03AA90 | PARAM | FUN_0003a8e0 @ 0x3a8e0
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03AAD8 | PARAM | FUN_0003a8e0 @ 0x3a8e0
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03AB28 | PARAM | FUN_0003a8e0 @ 0x3a8e0
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B2EC | PARAM | FUN_0003b298 @ 0x3b298
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B320 | PARAM | FUN_0003b298 @ 0x3b298
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B35C | PARAM | FUN_0003b298 @ 0x3b298
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B390 | PARAM | FUN_0003b298 @ 0x3b298
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B3C0 | PARAM | FUN_0003b298 @ 0x3b298
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B3F0 | PARAM | FUN_0003b298 @ 0x3b298
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B438 | PARAM | FUN_0003b298 @ 0x3b298
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B488 | PARAM | FUN_0003b298 @ 0x3b298
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03AC6C | PARAM | FUN_0003ac2c @ 0x3ac2c
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03ACA0 | PARAM | FUN_0003ac2c @ 0x3ac2c
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03ACDC | PARAM | FUN_0003ac2c @ 0x3ac2c
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03AD0C | PARAM | FUN_0003ac2c @ 0x3ac2c
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03AD4C | PARAM | FUN_0003ac2c @ 0x3ac2c
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03AD94 | PARAM | FUN_0003ac2c @ 0x3ac2c
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03A60C | PARAM | FUN_0003a5ac @ 0x3a5ac
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03AE60 | PARAM | FUN_0003ae18 @ 0x3ae18
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03AE94 | PARAM | FUN_0003ae18 @ 0x3ae18
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03AED0 | PARAM | FUN_0003ae18 @ 0x3ae18
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03AF04 | PARAM | FUN_0003ae18 @ 0x3ae18
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03AF34 | PARAM | FUN_0003ae18 @ 0x3ae18
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03AF7C | PARAM | FUN_0003ae18 @ 0x3ae18
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03AFCC | PARAM | FUN_0003ae18 @ 0x3ae18
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03A694 | PARAM | FUN_0003a64c @ 0x3a64c
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03A6BC | PARAM | FUN_0003a64c @ 0x3a64c
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03A6E4 | PARAM | FUN_0003a64c @ 0x3a64c
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03A718 | PARAM | FUN_0003a64c @ 0x3a64c
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03A754 | PARAM | FUN_0003a64c @ 0x3a64c
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03A788 | PARAM | FUN_0003a64c @ 0x3a64c
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03A7B8 | PARAM | FUN_0003a64c @ 0x3a64c
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03A800 | PARAM | FUN_0003a64c @ 0x3a64c
0x07BC40 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03A850 | PARAM | FUN_0003a64c @ 0x3a64c
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03C868 | PARAM | FUN_0003c830 @ 0x3c830
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03C898 | PARAM | FUN_0003c830 @ 0x3c830
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03C8D0 | PARAM | FUN_0003c830 @ 0x3c830
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03C908 | PARAM | FUN_0003c830 @ 0x3c830
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03C954 | PARAM | FUN_0003c830 @ 0x3c830
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B8C0 | PARAM | FUN_0003b874 @ 0x3b874
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B8F0 | PARAM | FUN_0003b874 @ 0x3b874
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B928 | PARAM | FUN_0003b874 @ 0x3b874
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03C154 | PARAM | FUN_0003c114 @ 0x3c114
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03C184 | PARAM | FUN_0003c114 @ 0x3c114
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B9D8 | PARAM | FUN_0003b998 @ 0x3b998
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03BA08 | PARAM | FUN_0003b998 @ 0x3b998
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03C2E0 | PARAM | FUN_0003c294 @ 0x3c294
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03C310 | PARAM | FUN_0003c294 @ 0x3c294
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03C348 | PARAM | FUN_0003c294 @ 0x3c294
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03BB90 | PARAM | FUN_0003bb4c @ 0x3bb4c
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03BC1C | PARAM | FUN_0003bb4c @ 0x3bb4c
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03C4A8 | PARAM | FUN_0003c468 @ 0x3c468
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03C4D8 | PARAM | FUN_0003c468 @ 0x3c468
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03BD3C | PARAM | FUN_0003bcfc @ 0x3bcfc
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03BD6C | PARAM | FUN_0003bcfc @ 0x3bcfc
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03BDA4 | PARAM | FUN_0003bcfc @ 0x3bcfc
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03BDDC | PARAM | FUN_0003bcfc @ 0x3bcfc
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03BE64 | PARAM | FUN_0003bcfc @ 0x3bcfc
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03BE20 | PARAM | FUN_0003bcfc @ 0x3bcfc
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B564 | PARAM | FUN_0003b52c @ 0x3b52c
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B58C | PARAM | FUN_0003b52c @ 0x3b52c
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B5C8 | PARAM | FUN_0003b52c @ 0x3b52c
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B604 | PARAM | FUN_0003b52c @ 0x3b52c
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03C5B0 | PARAM | FUN_0003c56c @ 0x3c56c
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03C638 | PARAM | FUN_0003c56c @ 0x3c56c
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B698 | PARAM | FUN_0003b65c @ 0x3b65c
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B6C0 | PARAM | FUN_0003b65c @ 0x3b65c
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B710 | PARAM | FUN_0003b65c @ 0x3b65c
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03BEEC | PARAM | FUN_0003bea8 @ 0x3bea8
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03BF24 | PARAM | FUN_0003bea8 @ 0x3bea8
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03BF54 | PARAM | FUN_0003bea8 @ 0x3bea8
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03BF8C | PARAM | FUN_0003bea8 @ 0x3bea8
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B7E8 | PARAM | FUN_0003b7a8 @ 0x3b7a8
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03B818 | PARAM | FUN_0003b7a8 @ 0x3b7a8
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03C030 | PARAM | FUN_0003bff4 @ 0x3bff4
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03C080 | PARAM | FUN_0003bff4 @ 0x3bff4
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03C6DC | PARAM | FUN_0003c69c @ 0x3c69c
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03C754 | PARAM | FUN_0003c69c @ 0x3c69c
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03C7B8 | PARAM | FUN_0003c69c @ 0x3c69c
0x07BF4D | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03C428 | PARAM | FUN_0003c3c0 @ 0x3c3c0
0x07C55C | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03CA5C | PARAM | FUN_0003ca2c @ 0x3ca2c
0x07C55C | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03CAE4 | PARAM | FUN_0003caac @ 0x3caac
0x07C55C | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03CB60 | PARAM | FUN_0003cb2c @ 0x3cb2c
0x07C55C | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03CBEC | PARAM | FUN_0003cbb4 @ 0x3cbb4
0x07C55C | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03CC74 | PARAM | FUN_0003cc40 @ 0x3cc40
0x07C55C | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03CD0C | PARAM | FUN_0003ccd4 @ 0x3ccd4
0x07C5D1 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x03CFA8 | PARAM | FUN_0003cf6c @ 0x3cf6c
0x07D27C | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x042344 | PARAM | FUN_00042308 @ 0x42308
0x07D327 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x0423BC | PARAM | FUN_0004237c @ 0x4237c
0x07D327 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x0423E4 | PARAM | FUN_0004237c @ 0x4237c
0x07D327 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x042428 | PARAM | FUN_0004237c @ 0x4237c
0x07D327 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x042508 | PARAM | FUN_000424b4 @ 0x424b4
0x07D4D2 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x04260C | PARAM | FUN_000425cc @ 0x425cc
0x07D4D2 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x042634 | PARAM | FUN_000425cc @ 0x425cc
0x07D6F2 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x04285C | PARAM | FUN_00042824 @ 0x42824
0x07D6F2 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x042750 | PARAM | FUN_000426dc @ 0x426dc
0x07D6F2 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x042780 | PARAM | FUN_000426dc @ 0x426dc
0x07D6F2 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x0427EC | PARAM | FUN_000427b8 @ 0x427b8
0x07D7B8 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x042CA0 | PARAM | FUN_00042c2c @ 0x42c2c
0x07D7B8 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x042CD0 | PARAM | FUN_00042c2c @ 0x42c2c
0x07D853 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x042D54 | PARAM | FUN_00042d08 @ 0x42d08
0x07D853 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x042D84 | PARAM | FUN_00042d08 @ 0x42d08
0x07D853 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x042DD4 | PARAM | FUN_00042d08 @ 0x42d08
0x07E02F | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x048F30 | PARAM | FUN_00048ed0 @ 0x48ed0
0x07E02F | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x048F5C | PARAM | FUN_00048ed0 @ 0x48ed0
0x07E253 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x04928C | PARAM | FUN_00049248 @ 0x49248
0x07E253 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x049128 | PARAM | FUN_000490e4 @ 0x490e4
0x07E253 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x049150 | PARAM | FUN_000490e4 @ 0x490e4
0x07E764 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x049528 | PARAM | FUN_000494c4 @ 0x494c4
0x07E764 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x0495B0 | PARAM | FUN_000494c4 @ 0x494c4
0x07E764 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x04A3AC | PARAM | FUN_000494c4 @ 0x494c4
0x07E764 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x04A3FC | PARAM | FUN_000494c4 @ 0x494c4
0x07E764 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x04A430 | PARAM | FUN_000494c4 @ 0x494c4
0x07E764 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x0495F0 | PARAM | FUN_000494c4 @ 0x494c4
0x07F5FF | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x051F04 | PARAM | FUN_00051ea0 @ 0x51ea0
0x093687 | "E/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk..." | (no xrefs) | - | -
0x0937C2 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x06B33C | PARAM | FUN_0006b2f8 @ 0x6b2f8
0x0937C2 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x06B364 | PARAM | FUN_0006b2f8 @ 0x6b2f8
0x0937C2 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x06B398 | PARAM | FUN_0006b2f8 @ 0x6b2f8
0x0937C2 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x06B524 | PARAM | FUN_0006b3f0 @ 0x6b3f0
0x0937C2 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x06B544 | PARAM | FUN_0006b3f0 @ 0x6b3f0
0x0937C2 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x06B568 | PARAM | FUN_0006b3f0 @ 0x6b3f0
0x093A08 | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x06BF74 | PARAM | FUN_0006bf38 @ 0x6bf38
